Year,Month,Day,Hour,GHI_Wm2,DNI_Wm2,DHI_Wm2,POA_Wm2,CF_pv,T_ambient_C
2020,1,1,0,0,0,0,0,0.0000,-26.6000
2020,1,1,1,0,0,0,0,0.0000,-26.6000
2020,1,1,2,0,0,0,0,0.0000,-26.5000
2020,1,1,3,0,0,0,0,0.0000,-26.4000
2020,1,1,4,0,0,0,0,0.0000,-26.1000
2020,1,1,5,0,0,0,0,0.0000,-25.8000
2020,1,1,6,0,0,0,0,0.0000,-25.3000
2020,1,1,7,0,0,0,0,0.0000,-24.8000
2020,1,1,8,0,0,0,0,0.0000,-24.3000
2020,1,1,9,0,0,0,0,0.0000,-23.9000
2020,1,1,10,0,0,0,0,0.0000,-23.6000
2020,1,1,11,0,0,0,0,0.0000,-23.3000
2020,1,1,12,0,0,0,0,0.0000,-23.1000
2020,1,1,13,0,0,0,0,0.0000,-22.8000
2020,1,1,14,0,0,0,0,0.0000,-22.6000
2020,1,1,15,0,0,0,0,0.0000,-22.6000
2020,1,1,16,0,0,0,0,0.0000,-22.6000
2020,1,1,17,0,0,0,0,0.0000,-22.6000
2020,1,1,18,0,0,0,0,0.0000,-22.5000
2020,1,1,19,0,0,0,0,0.0000,-22.2000
2020,1,1,20,0,0,0,0,0.0000,-21.9000
2020,1,1,21,0,0,0,0,0.0000,-21.7000
2020,1,1,22,0,0,0,0,0.0000,-21.6000
2020,1,1,23,0,0,0,0,0.0000,-21.5000
2020,1,2,0,0,0,0,0,0.0000,-21.5000
2020,1,2,1,0,0,0,0,0.0000,-21.5000
2020,1,2,2,0,0,0,0,0.0000,-21.5000
2020,1,2,3,0,0,0,0,0.0000,-21.6000
2020,1,2,4,0,0,0,0,0.0000,-21.5000
2020,1,2,5,0,0,0,0,0.0000,-21.5000
2020,1,2,6,0,0,0,0,0.0000,-21.4000
2020,1,2,7,0,0,0,0,0.0000,-21.4000
2020,1,2,8,0,0,0,0,0.0000,-21.3000
2020,1,2,9,0,0,0,0,0.0000,-21.2000
2020,1,2,10,0,0,0,0,0.0000,-21.3000
2020,1,2,11,0,0,0,0,0.0000,-21.4000
2020,1,2,12,0,0,0,0,0.0000,-21.5000
2020,1,2,13,0,0,0,0,0.0000,-21.7000
2020,1,2,14,0,0,0,0,0.0000,-21.9000
2020,1,2,15,0,0,0,0,0.0000,-22.0000
2020,1,2,16,0,0,0,0,0.0000,-22.0000
2020,1,2,17,0,0,0,0,0.0000,-21.9000
2020,1,2,18,0,0,0,0,0.0000,-21.8000
2020,1,2,19,0,0,0,0,0.0000,-21.8000
2020,1,2,20,0,0,0,0,0.0000,-21.7000
2020,1,2,21,0,0,0,0,0.0000,-21.8000
2020,1,2,22,0,0,0,0,0.0000,-22.1000
2020,1,2,23,0,0,0,0,0.0000,-22.4000
2020,1,3,0,0,0,0,0,0.0000,-22.7000
2020,1,3,1,0,0,0,0,0.0000,-22.8000
2020,1,3,2,0,0,0,0,0.0000,-23.0000
2020,1,3,3,0,0,0,0,0.0000,-23.0000
2020,1,3,4,0,0,0,0,0.0000,-22.9000
2020,1,3,5,0,0,0,0,0.0000,-22.8000
2020,1,3,6,0,0,0,0,0.0000,-22.7000
2020,1,3,7,0,0,0,0,0.0000,-22.7000
2020,1,3,8,0,0,0,0,0.0000,-22.6000
2020,1,3,9,0,0,0,0,0.0000,-22.8000
2020,1,3,10,0,0,0,0,0.0000,-23.2000
2020,1,3,11,0,0,0,0,0.0000,-23.7000
2020,1,3,12,0,0,0,0,0.0000,-24.2000
2020,1,3,13,0,0,0,0,0.0000,-24.7000
2020,1,3,14,0,0,0,0,0.0000,-25.1000
2020,1,3,15,0,0,0,0,0.0000,-25.4000
2020,1,3,16,0,0,0,0,0.0000,-25.5000
2020,1,3,17,0,0,0,0,0.0000,-25.6000
2020,1,3,18,0,0,0,0,0.0000,-25.7000
2020,1,3,19,0,0,0,0,0.0000,-25.8000
2020,1,3,20,0,0,0,0,0.0000,-25.9000
2020,1,3,21,0,0,0,0,0.0000,-26.1000
2020,1,3,22,0,0,0,0,0.0000,-26.3000
2020,1,3,23,0,0,0,0,0.0000,-26.5000
2020,1,4,0,0,0,0,0,0.0000,-26.7000
2020,1,4,1,0,0,0,0,0.0000,-27.0000
2020,1,4,2,0,0,0,0,0.0000,-27.2000
2020,1,4,3,0,0,0,0,0.0000,-27.1000
2020,1,4,4,0,0,0,0,0.0000,-26.9000
2020,1,4,5,0,0,0,0,0.0000,-26.6000
2020,1,4,6,0,0,0,0,0.0000,-26.4000
2020,1,4,7,0,0,0,0,0.0000,-26.2000
2020,1,4,8,0,0,0,0,0.0000,-26.0000
2020,1,4,9,0,0,0,0,0.0000,-26.1000
2020,1,4,10,0,0,0,0,0.0000,-26.5000
2020,1,4,11,0,0,0,0,0.0000,-27.0000
2020,1,4,12,0,0,0,0,0.0000,-27.6000
2020,1,4,13,0,0,0,0,0.0000,-28.4000
2020,1,4,14,0,0,0,0,0.0000,-29.1000
2020,1,4,15,0,0,0,0,0.0000,-29.5000
2020,1,4,16,0,0,0,0,0.0000,-29.8000
2020,1,4,17,0,0,0,0,0.0000,-30.2000
2020,1,4,18,0,0,0,0,0.0000,-30.7000
2020,1,4,19,0,0,0,0,0.0000,-31.5000
2020,1,4,20,0,0,0,0,0.0000,-32.2000
2020,1,4,21,0,0,0,0,0.0000,-32.7000
2020,1,4,22,0,0,0,0,0.0000,-33.2000
2020,1,4,23,0,0,0,0,0.0000,-33.7000
2020,1,5,0,0,0,0,0,0.0000,-34.1000
2020,1,5,1,0,0,0,0,0.0000,-34.2000
2020,1,5,2,0,0,0,0,0.0000,-34.2000
2020,1,5,3,0,0,0,0,0.0000,-34.1000
2020,1,5,4,0,0,0,0,0.0000,-33.9000
2020,1,5,5,0,0,0,0,0.0000,-33.7000
2020,1,5,6,0,0,0,0,0.0000,-33.6000
2020,1,5,7,0,0,0,0,0.0000,-33.6000
2020,1,5,8,0,0,0,0,0.0000,-33.8000
2020,1,5,9,0,0,0,0,0.0000,-34.1000
2020,1,5,10,0,0,0,0,0.0000,-34.5000
2020,1,5,11,0,0,0,0,0.0000,-34.8000
2020,1,5,12,0,0,0,0,0.0000,-35.0000
2020,1,5,13,0,0,0,0,0.0000,-34.9000
2020,1,5,14,0,0,0,0,0.0000,-34.5000
2020,1,5,15,0,0,0,0,0.0000,-34.0000
2020,1,5,16,0,0,0,0,0.0000,-33.8000
2020,1,5,17,0,0,0,0,0.0000,-33.9000
2020,1,5,18,0,0,0,0,0.0000,-34.3000
2020,1,5,19,0,0,0,0,0.0000,-34.9000
2020,1,5,20,0,0,0,0,0.0000,-35.6000
2020,1,5,21,0,0,0,0,0.0000,-35.9000
2020,1,5,22,0,0,0,0,0.0000,-35.7000
2020,1,5,23,0,0,0,0,0.0000,-35.1000
2020,1,6,0,0,0,0,0,0.0000,-34.5000
2020,1,6,1,0,0,0,0,0.0000,-33.8000
2020,1,6,2,0,0,0,0,0.0000,-33.0000
2020,1,6,3,0,0,0,0,0.0000,-32.4000
2020,1,6,4,0,0,0,0,0.0000,-31.9000
2020,1,6,5,0,0,0,0,0.0000,-31.4000
2020,1,6,6,0,0,0,0,0.0000,-31.1000
2020,1,6,7,0,0,0,0,0.0000,-30.9000
2020,1,6,8,0,0,0,0,0.0000,-30.8000
2020,1,6,9,0,0,0,0,0.0000,-31.0000
2020,1,6,10,0,0,0,0,0.0000,-31.3000
2020,1,6,11,0,0,0,0,0.0000,-31.9000
2020,1,6,12,0,0,0,0,0.0000,-32.4000
2020,1,6,13,0,0,0,0,0.0000,-32.8000
2020,1,6,14,0,0,0,0,0.0000,-33.0000
2020,1,6,15,0,0,0,0,0.0000,-33.1000
2020,1,6,16,0,0,0,0,0.0000,-33.2000
2020,1,6,17,0,0,0,0,0.0000,-33.2000
2020,1,6,18,0,0,0,0,0.0000,-33.3000
2020,1,6,19,0,0,0,0,0.0000,-33.1000
2020,1,6,20,0,0,0,0,0.0000,-32.7000
2020,1,6,21,0,0,0,0,0.0000,-32.2000
2020,1,6,22,0,0,0,0,0.0000,-31.8000
2020,1,6,23,0,0,0,0,0.0000,-31.6000
2020,1,7,0,0,0,0,0,0.0000,-31.7000
2020,1,7,1,0,0,0,0,0.0000,-31.9000
2020,1,7,2,0,0,0,0,0.0000,-32.2000
2020,1,7,3,0,0,0,0,0.0000,-32.3000
2020,1,7,4,0,0,0,0,0.0000,-32.4000
2020,1,7,5,0,0,0,0,0.0000,-32.5000
2020,1,7,6,0,0,0,0,0.0000,-32.7000
2020,1,7,7,0,0,0,0,0.0000,-33.1000
2020,1,7,8,0,0,0,0,0.0000,-33.5000
2020,1,7,9,0,0,0,0,0.0000,-33.6000
2020,1,7,10,0,0,0,0,0.0000,-33.9000
2020,1,7,11,0,0,0,0,0.0000,-34.5000
2020,1,7,12,0,0,0,0,0.0000,-35.2000
2020,1,7,13,0,0,0,0,0.0000,-35.9000
2020,1,7,14,0,0,0,0,0.0000,-36.5000
2020,1,7,15,0,0,0,0,0.0000,-36.8000
2020,1,7,16,0,0,0,0,0.0000,-37.0000
2020,1,7,17,0,0,0,0,0.0000,-37.1000
2020,1,7,18,0,0,0,0,0.0000,-37.1000
2020,1,7,19,0,0,0,0,0.0000,-37.2000
2020,1,7,20,0,0,0,0,0.0000,-37.2000
2020,1,7,21,0,0,0,0,0.0000,-37.3000
2020,1,7,22,0,0,0,0,0.0000,-37.3000
2020,1,7,23,0,0,0,0,0.0000,-37.3000
2020,1,8,0,0,0,0,0,0.0000,-37.2000
2020,1,8,1,0,0,0,0,0.0000,-37.1000
2020,1,8,2,0,0,0,0,0.0000,-36.8000
2020,1,8,3,0,0,0,0,0.0000,-36.5000
2020,1,8,4,0,0,0,0,0.0000,-36.2000
2020,1,8,5,0,0,0,0,0.0000,-35.6000
2020,1,8,6,0,0,0,0,0.0000,-34.6000
2020,1,8,7,0,0,0,0,0.0000,-33.3000
2020,1,8,8,0,0,0,0,0.0000,-32.2000
2020,1,8,9,0,0,0,0,0.0000,-31.5000
2020,1,8,10,0,0,0,0,0.0000,-31.4000
2020,1,8,11,0,0,0,0,0.0000,-31.5000
2020,1,8,12,0,0,0,0,0.0000,-31.7000
2020,1,8,13,0,0,0,0,0.0000,-31.6000
2020,1,8,14,0,0,0,0,0.0000,-31.5000
2020,1,8,15,0,0,0,0,0.0000,-31.4000
2020,1,8,16,0,0,0,0,0.0000,-31.0000
2020,1,8,17,0,0,0,0,0.0000,-30.2000
2020,1,8,18,0,0,0,0,0.0000,-29.3000
2020,1,8,19,0,0,0,0,0.0000,-28.8000
2020,1,8,20,0,0,0,0,0.0000,-28.3000
2020,1,8,21,0,0,0,0,0.0000,-28.1000
2020,1,8,22,0,0,0,0,0.0000,-28.4000
2020,1,8,23,0,0,0,0,0.0000,-28.9000
2020,1,9,0,0,0,0,0,0.0000,-29.4000
2020,1,9,1,0,0,0,0,0.0000,-29.8000
2020,1,9,2,0,0,0,0,0.0000,-30.2000
2020,1,9,3,0,0,0,0,0.0000,-30.4000
2020,1,9,4,0,0,0,0,0.0000,-30.3000
2020,1,9,5,0,0,0,0,0.0000,-30.1000
2020,1,9,6,0,0,0,0,0.0000,-30.1000
2020,1,9,7,0,0,0,0,0.0000,-30.1000
2020,1,9,8,0,0,0,0,0.0000,-30.0000
2020,1,9,9,0,0,0,0,0.0000,-30.1000
2020,1,9,10,0,0,0,0,0.0000,-30.4000
2020,1,9,11,0,0,0,0,0.0000,-30.7000
2020,1,9,12,0,0,0,0,0.0000,-31.0000
2020,1,9,13,0,0,0,0,0.0000,-31.1000
2020,1,9,14,0,0,0,0,0.0000,-31.5000
2020,1,9,15,0,0,0,0,0.0000,-31.6000
2020,1,9,16,0,0,0,0,0.0000,-31.0000
2020,1,9,17,0,0,0,0,0.0000,-29.9000
2020,1,9,18,0,0,0,0,0.0000,-28.8000
2020,1,9,19,0,0,0,0,0.0000,-28.0000
2020,1,9,20,0,0,0,0,0.0000,-27.3000
2020,1,9,21,0,0,0,0,0.0000,-26.9000
2020,1,9,22,0,0,0,0,0.0000,-26.7000
2020,1,9,23,0,0,0,0,0.0000,-26.6000
2020,1,10,0,0,0,0,0,0.0000,-26.4000
2020,1,10,1,0,0,0,0,0.0000,-26.1000
2020,1,10,2,0,0,0,0,0.0000,-25.8000
2020,1,10,3,0,0,0,0,0.0000,-25.3000
2020,1,10,4,0,0,0,0,0.0000,-24.5000
2020,1,10,5,0,0,0,0,0.0000,-23.8000
2020,1,10,6,0,0,0,0,0.0000,-23.2000
2020,1,10,7,0,0,0,0,0.0000,-22.8000
2020,1,10,8,0,0,0,0,0.0000,-22.5000
2020,1,10,9,0,0,0,0,0.0000,-22.2000
2020,1,10,10,0,0,0,0,0.0000,-22.0000
2020,1,10,11,0,0,0,0,0.0000,-21.9000
2020,1,10,12,0,0,0,0,0.0000,-21.8000
2020,1,10,13,0,0,0,0,0.0000,-21.8000
2020,1,10,14,0,0,0,0,0.0000,-21.8000
2020,1,10,15,0,0,0,0,0.0000,-21.8000
2020,1,10,16,0,0,0,0,0.0000,-21.9000
2020,1,10,17,0,0,0,0,0.0000,-22.0000
2020,1,10,18,0,0,0,0,0.0000,-22.2000
2020,1,10,19,0,0,0,0,0.0000,-22.5000
2020,1,10,20,0,0,0,0,0.0000,-22.7000
2020,1,10,21,0,0,0,0,0.0000,-22.9000
2020,1,10,22,0,0,0,0,0.0000,-23.0000
2020,1,10,23,0,0,0,0,0.0000,-23.3000
2020,1,11,0,0,0,0,0,0.0000,-23.6000
2020,1,11,1,0,0,0,0,0.0000,-23.9000
2020,1,11,2,0,0,0,0,0.0000,-24.3000
2020,1,11,3,0,0,0,0,0.0000,-24.8000
2020,1,11,4,0,0,0,0,0.0000,-25.3000
2020,1,11,5,0,0,0,0,0.0000,-25.9000
2020,1,11,6,0,0,0,0,0.0000,-26.4000
2020,1,11,7,0,0,0,0,0.0000,-26.9000
2020,1,11,8,0,0,0,0,0.0000,-27.3000
2020,1,11,9,0,0,0,0,0.0000,-27.6000
2020,1,11,10,0,0,0,0,0.0000,-27.9000
2020,1,11,11,0,0,0,0,0.0000,-28.2000
2020,1,11,12,0,0,0,0,0.0000,-28.4000
2020,1,11,13,0,0,0,0,0.0000,-28.7000
2020,1,11,14,0,0,0,0,0.0000,-28.9000
2020,1,11,15,0,0,0,0,0.0000,-29.2000
2020,1,11,16,0,0,0,0,0.0000,-29.4000
2020,1,11,17,0,0,0,0,0.0000,-29.5000
2020,1,11,18,0,0,0,0,0.0000,-29.5000
2020,1,11,19,0,0,0,0,0.0000,-29.5000
2020,1,11,20,0,0,0,0,0.0000,-29.5000
2020,1,11,21,0,0,0,0,0.0000,-29.2000
2020,1,11,22,0,0,0,0,0.0000,-28.8000
2020,1,11,23,0,0,0,0,0.0000,-28.7000
2020,1,12,0,0,0,0,0,0.0000,-28.8000
2020,1,12,1,0,0,0,0,0.0000,-29.1000
2020,1,12,2,0,0,0,0,0.0000,-29.7000
2020,1,12,3,0,0,0,0,0.0000,-30.6000
2020,1,12,4,0,0,0,0,0.0000,-31.4000
2020,1,12,5,0,0,0,0,0.0000,-31.8000
2020,1,12,6,0,0,0,0,0.0000,-32.0000
2020,1,12,7,0,0,0,0,0.0000,-31.9000
2020,1,12,8,0,0,0,0,0.0000,-31.8000
2020,1,12,9,0,0,0,0,0.0000,-31.7000
2020,1,12,10,0,0,0,0,0.0000,-31.8000
2020,1,12,11,0,0,0,0,0.0000,-31.8000
2020,1,12,12,0,0,0,0,0.0000,-31.6000
2020,1,12,13,0,0,0,0,0.0000,-31.2000
2020,1,12,14,0,0,0,0,0.0000,-30.7000
2020,1,12,15,0,0,0,0,0.0000,-30.2000
2020,1,12,16,0,0,0,0,0.0000,-29.7000
2020,1,12,17,0,0,0,0,0.0000,-29.2000
2020,1,12,18,0,0,0,0,0.0000,-28.9000
2020,1,12,19,0,0,0,0,0.0000,-28.8000
2020,1,12,20,0,0,0,0,0.0000,-28.7000
2020,1,12,21,0,0,0,0,0.0000,-28.7000
2020,1,12,22,0,0,0,0,0.0000,-28.8000
2020,1,12,23,0,0,0,0,0.0000,-29.0000
2020,1,13,0,0,0,0,0,0.0000,-29.3000
2020,1,13,1,0,0,0,0,0.0000,-29.6000
2020,1,13,2,0,0,0,0,0.0000,-29.7000
2020,1,13,3,0,0,0,0,0.0000,-29.9000
2020,1,13,4,0,0,0,0,0.0000,-30.3000
2020,1,13,5,0,0,0,0,0.0000,-30.8000
2020,1,13,6,0,0,0,0,0.0000,-31.1000
2020,1,13,7,0,0,0,0,0.0000,-31.2000
2020,1,13,8,0,0,0,0,0.0000,-31.3000
2020,1,13,9,0,0,0,0,0.0000,-31.0000
2020,1,13,10,0,0,0,0,0.0000,-30.7000
2020,1,13,11,0,0,0,0,0.0000,-30.4000
2020,1,13,12,0,0,0,0,0.0000,-30.2000
2020,1,13,13,0,0,0,0,0.0000,-30.0000
2020,1,13,14,0,0,0,0,0.0000,-29.8000
2020,1,13,15,0,0,0,0,0.0000,-29.8000
2020,1,13,16,0,0,0,0,0.0000,-30.0000
2020,1,13,17,0,0,0,0,0.0000,-30.2000
2020,1,13,18,0,0,0,0,0.0000,-30.3000
2020,1,13,19,0,0,0,0,0.0000,-30.4000
2020,1,13,20,0,0,0,0,0.0000,-30.6000
2020,1,13,21,0,0,0,0,0.0000,-30.7000
2020,1,13,22,0,0,0,0,0.0000,-30.9000
2020,1,13,23,0,0,0,0,0.0000,-31.3000
2020,1,14,0,0,0,0,0,0.0000,-31.7000
2020,1,14,1,0,0,0,0,0.0000,-32.2000
2020,1,14,2,0,0,0,0,0.0000,-32.8000
2020,1,14,3,0,0,0,0,0.0000,-33.4000
2020,1,14,4,0,0,0,0,0.0000,-33.8000
2020,1,14,5,0,0,0,0,0.0000,-34.0000
2020,1,14,6,0,0,0,0,0.0000,-33.8000
2020,1,14,7,0,0,0,0,0.0000,-33.3000
2020,1,14,8,0,0,0,0,0.0000,-32.4000
2020,1,14,9,0,0,0,0,0.0000,-31.6000
2020,1,14,10,0,0,0,0,0.0000,-30.7000
2020,1,14,11,0,0,0,0,0.0000,-30.0000
2020,1,14,12,0,0,0,0,0.0000,-29.4000
2020,1,14,13,0,0,0,0,0.0000,-29.0000
2020,1,14,14,0,0,0,0,0.0000,-29.0000
2020,1,14,15,0,0,0,0,0.0000,-29.1000
2020,1,14,16,0,0,0,0,0.0000,-29.3000
2020,1,14,17,0,0,0,0,0.0000,-29.4000
2020,1,14,18,0,0,0,0,0.0000,-29.4000
2020,1,14,19,0,0,0,0,0.0000,-29.1000
2020,1,14,20,0,0,0,0,0.0000,-28.5000
2020,1,14,21,0,0,0,0,0.0000,-27.2000
2020,1,14,22,0,0,0,0,0.0000,-25.3000
2020,1,14,23,0,0,0,0,0.0000,-23.4000
2020,1,15,0,0,0,0,0,0.0000,-21.5000
2020,1,15,1,0,0,0,0,0.0000,-20.0000
2020,1,15,2,0,0,0,0,0.0000,-19.1000
2020,1,15,3,0,0,0,0,0.0000,-18.7000
2020,1,15,4,0,0,0,0,0.0000,-18.5000
2020,1,15,5,0,0,0,0,0.0000,-18.1000
2020,1,15,6,0,0,0,0,0.0000,-17.6000
2020,1,15,7,0,0,0,0,0.0000,-17.2000
2020,1,15,8,0,0,0,0,0.0000,-16.9000
2020,1,15,9,0,0,0,0,0.0000,-16.7000
2020,1,15,10,0,0,0,0,0.0000,-16.8000
2020,1,15,11,0,0,0,0,0.0000,-16.9000
2020,1,15,12,0,0,0,0,0.0000,-17.1000
2020,1,15,13,0,0,0,0,0.0000,-17.2000
2020,1,15,14,0,0,0,0,0.0000,-17.2000
2020,1,15,15,0,0,0,0,0.0000,-17.1000
2020,1,15,16,0,0,0,0,0.0000,-16.9000
2020,1,15,17,0,0,0,0,0.0000,-16.8000
2020,1,15,18,0,0,0,0,0.0000,-16.8000
2020,1,15,19,0,0,0,0,0.0000,-17.0000
2020,1,15,20,0,0,0,0,0.0000,-17.1000
2020,1,15,21,16,208,12,16,0.0160,-17.2000
2020,1,15,22,0,0,0,0,0.0000,-17.4000
2020,1,15,23,0,0,0,0,0.0000,-17.6000
2020,1,16,0,0,0,0,0,0.0000,-17.8000
2020,1,16,1,0,0,0,0,0.0000,-17.9000
2020,1,16,2,0,0,0,0,0.0000,-18.0000
2020,1,16,3,0,0,0,0,0.0000,-18.4000
2020,1,16,4,0,0,0,0,0.0000,-18.8000
2020,1,16,5,0,0,0,0,0.0000,-19.4000
2020,1,16,6,0,0,0,0,0.0000,-20.0000
2020,1,16,7,0,0,0,0,0.0000,-20.7000
2020,1,16,8,0,0,0,0,0.0000,-21.4000
2020,1,16,9,0,0,0,0,0.0000,-22.2000
2020,1,16,10,0,0,0,0,0.0000,-23.5000
2020,1,16,11,0,0,0,0,0.0000,-24.7000
2020,1,16,12,0,0,0,0,0.0000,-25.6000
2020,1,16,13,0,0,0,0,0.0000,-25.9000
2020,1,16,14,0,0,0,0,0.0000,-26.1000
2020,1,16,15,0,0,0,0,0.0000,-26.0000
2020,1,16,16,0,0,0,0,0.0000,-25.6000
2020,1,16,17,0,0,0,0,0.0000,-25.3000
2020,1,16,18,0,0,0,0,0.0000,-25.2000
2020,1,16,19,0,0,0,0,0.0000,-25.1000
2020,1,16,20,0,0,0,0,0.0000,-24.9000
2020,1,16,21,18,231,13,18,0.0180,-24.4000
2020,1,16,22,0,0,0,0,0.0000,-24.3000
2020,1,16,23,0,0,0,0,0.0000,-24.4000
2020,1,17,0,0,0,0,0,0.0000,-24.5000
2020,1,17,1,0,0,0,0,0.0000,-24.6000
2020,1,17,2,0,0,0,0,0.0000,-24.7000
2020,1,17,3,0,0,0,0,0.0000,-25.1000
2020,1,17,4,0,0,0,0,0.0000,-25.7000
2020,1,17,5,0,0,0,0,0.0000,-26.6000
2020,1,17,6,0,0,0,0,0.0000,-27.1000
2020,1,17,7,0,0,0,0,0.0000,-27.4000
2020,1,17,8,0,0,0,0,0.0000,-27.5000
2020,1,17,9,0,0,0,0,0.0000,-27.3000
2020,1,17,10,0,0,0,0,0.0000,-27.2000
2020,1,17,11,0,0,0,0,0.0000,-27.2000
2020,1,17,12,0,0,0,0,0.0000,-27.1000
2020,1,17,13,0,0,0,0,0.0000,-26.9000
2020,1,17,14,0,0,0,0,0.0000,-26.9000
2020,1,17,15,0,0,0,0,0.0000,-26.9000
2020,1,17,16,0,0,0,0,0.0000,-27.1000
2020,1,17,17,0,0,0,0,0.0000,-27.2000
2020,1,17,18,0,0,0,0,0.0000,-27.2000
2020,1,17,19,0,0,0,0,0.0000,-27.0000
2020,1,17,20,0,0,0,0,0.0000,-26.0000
2020,1,17,21,20,304,13,20,0.0200,-24.7000
2020,1,17,22,0,0,0,0,0.0000,-24.6000
2020,1,17,23,0,0,0,0,0.0000,-24.7000
2020,1,18,0,0,0,0,0,0.0000,-24.8000
2020,1,18,1,0,0,0,0,0.0000,-24.9000
2020,1,18,2,0,0,0,0,0.0000,-24.7000
2020,1,18,3,0,0,0,0,0.0000,-24.5000
2020,1,18,4,0,0,0,0,0.0000,-24.4000
2020,1,18,5,0,0,0,0,0.0000,-24.5000
2020,1,18,6,0,0,0,0,0.0000,-24.6000
2020,1,18,7,0,0,0,0,0.0000,-24.7000
2020,1,18,8,0,0,0,0,0.0000,-24.7000
2020,1,18,9,0,0,0,0,0.0000,-24.6000
2020,1,18,10,0,0,0,0,0.0000,-24.5000
2020,1,18,11,0,0,0,0,0.0000,-24.5000
2020,1,18,12,0,0,0,0,0.0000,-24.5000
2020,1,18,13,0,0,0,0,0.0000,-24.7000
2020,1,18,14,0,0,0,0,0.0000,-24.9000
2020,1,18,15,0,0,0,0,0.0000,-25.3000
2020,1,18,16,0,0,0,0,0.0000,-25.9000
2020,1,18,17,0,0,0,0,0.0000,-26.4000
2020,1,18,18,0,0,0,0,0.0000,-26.9000
2020,1,18,19,0,0,0,0,0.0000,-27.4000
2020,1,18,20,0,0,0,0,0.0000,-27.9000
2020,1,18,21,22,371,12,22,0.0220,-28.2000
2020,1,18,22,17,331,11,17,0.0170,-28.4000
2020,1,18,23,0,0,0,0,0.0000,-28.7000
2020,1,19,0,0,0,0,0,0.0000,-28.9000
2020,1,19,1,0,0,0,0,0.0000,-29.1000
2020,1,19,2,0,0,0,0,0.0000,-29.2000
2020,1,19,3,0,0,0,0,0.0000,-29.4000
2020,1,19,4,0,0,0,0,0.0000,-29.6000
2020,1,19,5,0,0,0,0,0.0000,-29.9000
2020,1,19,6,0,0,0,0,0.0000,-30.2000
2020,1,19,7,0,0,0,0,0.0000,-30.4000
2020,1,19,8,0,0,0,0,0.0000,-30.6000
2020,1,19,9,0,0,0,0,0.0000,-30.5000
2020,1,19,10,0,0,0,0,0.0000,-30.3000
2020,1,19,11,0,0,0,0,0.0000,-30.0000
2020,1,19,12,0,0,0,0,0.0000,-29.8000
2020,1,19,13,0,0,0,0,0.0000,-29.8000
2020,1,19,14,0,0,0,0,0.0000,-29.9000
2020,1,19,15,0,0,0,0,0.0000,-30.4000
2020,1,19,16,0,0,0,0,0.0000,-31.0000
2020,1,19,17,0,0,0,0,0.0000,-31.5000
2020,1,19,18,0,0,0,0,0.0000,-31.9000
2020,1,19,19,0,0,0,0,0.0000,-32.0000
2020,1,19,20,16,345,10,16,0.0160,-31.9000
2020,1,19,21,24,381,13,24,0.0240,-31.5000
2020,1,19,22,19,343,11,19,0.0190,-31.1000
2020,1,19,23,0,0,0,0,0.0000,-31.1000
2020,1,20,0,0,0,0,0,0.0000,-31.2000
2020,1,20,1,0,0,0,0,0.0000,-31.3000
2020,1,20,2,0,0,0,0,0.0000,-31.3000
2020,1,20,3,0,0,0,0,0.0000,-31.2000
2020,1,20,4,0,0,0,0,0.0000,-30.7000
2020,1,20,5,0,0,0,0,0.0000,-29.9000
2020,1,20,6,0,0,0,0,0.0000,-29.0000
2020,1,20,7,0,0,0,0,0.0000,-28.4000
2020,1,20,8,0,0,0,0,0.0000,-28.1000
2020,1,20,9,0,0,0,0,0.0000,-28.1000
2020,1,20,10,0,0,0,0,0.0000,-28.2000
2020,1,20,11,0,0,0,0,0.0000,-28.4000
2020,1,20,12,0,0,0,0,0.0000,-28.5000
2020,1,20,13,0,0,0,0,0.0000,-28.3000
2020,1,20,14,0,0,0,0,0.0000,-27.9000
2020,1,20,15,0,0,0,0,0.0000,-27.2000
2020,1,20,16,0,0,0,0,0.0000,-26.3000
2020,1,20,17,0,0,0,0,0.0000,-25.5000
2020,1,20,18,0,0,0,0,0.0000,-25.0000
2020,1,20,19,0,0,0,0,0.0000,-24.6000
2020,1,20,20,18,291,12,18,0.0180,-24.2000
2020,1,20,21,26,351,14,26,0.0260,-24.3000
2020,1,20,22,20,322,12,20,0.0200,-25.2000
2020,1,20,23,0,0,0,0,0.0000,-26.9000
2020,1,21,0,0,0,0,0,0.0000,-28.4000
2020,1,21,1,0,0,0,0,0.0000,-29.7000
2020,1,21,2,0,0,0,0,0.0000,-30.8000
2020,1,21,3,0,0,0,0,0.0000,-31.6000
2020,1,21,4,0,0,0,0,0.0000,-32.1000
2020,1,21,5,0,0,0,0,0.0000,-32.5000
2020,1,21,6,0,0,0,0,0.0000,-32.7000
2020,1,21,7,0,0,0,0,0.0000,-32.8000
2020,1,21,8,0,0,0,0,0.0000,-32.8000
2020,1,21,9,0,0,0,0,0.0000,-32.7000
2020,1,21,10,0,0,0,0,0.0000,-32.7000
2020,1,21,11,0,0,0,0,0.0000,-32.9000
2020,1,21,12,0,0,0,0,0.0000,-32.9000
2020,1,21,13,0,0,0,0,0.0000,-32.4000
2020,1,21,14,0,0,0,0,0.0000,-31.6000
2020,1,21,15,0,0,0,0,0.0000,-31.1000
2020,1,21,16,0,0,0,0,0.0000,-30.5000
