Year,Month,Day,Hour,v_10m_ms,v_100m_ms,Power_MW,CF_wind
2020,1,2,16,6.528721973854691,9.656667033223073,0.5135190855428885,0.5135190855428885
2020,1,2,17,6.528721973854691,9.656667033223073,0.5135190855428885,0.5135190855428885
2020,1,2,18,6.528721973854691,9.656667033223073,0.5135190855428885,0.5135190855428885
2020,1,2,19,6.700530446850868,9.91077176478442,0.5564195587111362,0.5564195587111362
2020,1,2,20,7.044147392843219,10.418981227907107,0.6490501332303288,0.6490501332303288
2020,1,2,21,7.387764338835572,10.927362499502792,0.7512088882321297,0.7512088882321297
2020,1,2,22,7.387764338835572,10.927362499502792,0.7512088882321297,0.7512088882321297
2020,1,2,23,7.215955865839397,10.673257767941447,0.6989305012628659,0.6989305012628659
2020,1,3,0,7.215955865839397,10.673257767941447,0.6989305012628659,0.6989305012628659
2020,1,3,1,7.215955865839397,10.673257767941447,0.6989305012628659,0.6989305012628659
2020,1,3,2,7.215955865839397,10.673257767941447,0.6989305012628659,0.6989305012628659
2020,1,3,3,7.044147392843219,10.418981227907107,0.6490501332303288,0.6490501332303288
2020,1,3,4,7.044147392843219,10.418981227907107,0.6490501332303288,0.6490501332303288
2020,1,3,5,7.044147392843219,10.418981227907107,0.6490501332303288,0.6490501332303288
2020,1,3,6,7.044147392843219,10.418981227907107,0.6490501332303288,0.6490501332303288
2020,1,3,7,6.872338919847044,10.164876496345764,0.6015772831984328,0.6015772831984328
2020,1,3,8,6.872338919847044,10.164876496345764,0.6015772831984328,0.6015772831984328
2020,1,3,9,6.872338919847044,10.164876496345764,0.6015772831984328,0.6015772831984328
2020,1,3,10,6.356913500858516,9.402562301661728,0.47281798946813985,0.47281798946813985
2020,1,3,11,6.013296554866163,8.89435283853904,0.39778243169693783,0.39778243169693783
2020,1,3,12,5.841488081869987,8.640248106977696,0.3633322215493834,0.3633322215493834
2020,1,3,13,5.497871135877635,8.131866835382011,0.3002575297484733,0.3002575297484733
2020,1,3,14,5.497871135877635,8.131866835382011,0.3002575297484733,0.3002575297484733
2020,1,3,15,5.326062662881459,7.877762103820667,0.2715385702061124,0.2715385702061124
2020,1,3,16,5.326062662881459,7.877762103820667,0.2715385702061124,0.2715385702061124
2020,1,3,17,5.1542541898852825,7.623657372259322,0.24461382904775145,0.24461382904775145
2020,1,3,18,4.9824457168891065,7.369552640697977,0.21942543204784024,0.21942543204784024
2020,1,3,19,4.9824457168891065,7.369552640697977,0.21942543204784024,0.21942543204784024
2020,1,3,20,4.9824457168891065,7.369552640697977,0.21942543204784024,0.21942543204784024
2020,1,3,21,4.9824457168891065,7.369552640697977,0.21942543204784024,0.21942543204784024
2020,1,3,22,4.9824457168891065,7.369552640697977,0.21942543204784024,0.21942543204784024
2020,1,3,23,4.9824457168891065,7.369552640697977,0.21942543204784024,0.21942543204784024
2020,1,4,0,4.9824457168891065,7.369552640697977,0.21942543204784024,0.21942543204784024
2020,1,4,1,4.638828770896755,6.861343177575288,0.17402617362116546,0.17402617362116546
2020,1,4,2,4.467020297900579,6.607238446013944,0.15369956374330104,0.15369956374330104
2020,1,4,3,3.95159487891205,5.844752442856914,0.10150696916774445,0.10150696916774445
2020,1,4,4,3.95159487891205,5.844752442856914,0.10150696916774445,0.10150696916774445
2020,1,4,5,4.467020297900579,6.607238446013944,0.15369956374330104,0.15369956374330104
2020,1,4,6,4.9824457168891065,7.369552640697977,0.21942543204784024,0.21942543204784024
2020,1,4,7,5.1542541898852825,7.623657372259322,0.24461382904775145,0.24461382904775145
2020,1,4,8,4.810637243892931,7.115447909136632,0.19591550498082833,0.19591550498082833
2020,1,4,9,5.1542541898852825,7.623657372259322,0.24461382904775145,0.24461382904775145
2020,1,4,10,5.326062662881459,7.877762103820667,0.2715385702061124,0.2715385702061124
2020,1,4,11,5.326062662881459,7.877762103820667,0.2715385702061124,0.2715385702061124
2020,1,4,12,5.497871135877635,8.131866835382011,0.3002575297484733,0.3002575297484733
2020,1,4,13,5.669679608873811,8.386143375416351,0.3308498915931263,0.3308498915931263
2020,1,4,14,5.841488081869987,8.640248106977696,0.3633322215493834,0.3633322215493834
2020,1,4,15,5.326062662881459,7.877762103820667,0.2715385702061124,0.2715385702061124
2020,1,4,16,4.810637243892931,7.115447909136632,0.19591550498082833,0.19591550498082833
2020,1,4,17,4.467020297900579,6.607238446013944,0.15369956374330104,0.15369956374330104
2020,1,4,18,4.467020297900579,6.607238446013944,0.15369956374330104,0.15369956374330104
2020,1,4,19,4.467020297900579,6.607238446013944,0.15369956374330104,0.15369956374330104
2020,1,4,20,4.638828770896755,6.861343177575288,0.17402617362116546,0.17402617362116546
2020,1,4,21,4.810637243892931,7.115447909136632,0.19591550498082833,0.19591550498082833
2020,1,4,22,4.467020297900579,6.607238446013944,0.15369956374330104,0.15369956374330104
2020,1,4,23,4.123403351908226,6.099028982891255,0.11750301153076637,0.11750301153076637
2020,1,5,0,3.6079779329196984,5.336542979734226,0.07347310899015798,0.07347310899015798
2020,1,5,1,3.2643609869273456,4.828333516611536,0.050300996803972174,0.050300996803972174
2020,1,5,2,3.436169459923522,5.082438248172882,0.06130827151091521,0.06130827151091521
2020,1,5,3,3.95159487891205,5.844752442856914,0.10150696916774445,0.10150696916774445
2020,1,5,4,4.295211824904403,6.3531337144526,0.13487780112168485,0.13487780112168485
2020,1,5,5,4.295211824904403,6.3531337144526,0.13487780112168485,0.13487780112168485
2020,1,5,6,4.123403351908226,6.099028982891255,0.11750301153076637,0.11750301153076637
2020,1,5,7,4.123403351908226,6.099028982891255,0.11750301153076637,0.11750301153076637
2020,1,5,8,3.7797864059158743,5.590647711295571,0.08685338346725097,0.08685338346725097
2020,1,5,9,3.09255251393117,4.574228785050193,0.040393410643778604,0.040393410643778604
2020,1,5,10,2.5771270949426412,3.8119145903661593,0.016690041188190483,0.016690041188190483
2020,1,5,11,2.4053186219464653,3.557809858804815,0.010602466959490721,0.010602466959490721
2020,1,5,12,2.5771270949426412,3.8119145903661593,0.016690041188190483,0.016690041188190483
2020,1,5,13,2.5771270949426412,3.8119145903661593,0.016690041188190483,0.016690041188190483
2020,1,5,14,2.7489355679388177,4.066019321927504,0.023645807061438137,0.023645807061438137
2020,1,5,15,2.9207440409349936,4.320124053488848,0.031527638804784035,0.031527638804784035
2020,1,5,16,3.2643609869273456,4.828333516611536,0.050300996803972174,0.050300996803972174
2020,1,5,17,3.09255251393117,4.574228785050193,0.040393410643778604,0.040393410643778604
2020,1,5,18,2.5771270949426412,3.8119145903661593,0.016690041188190483,0.016690041188190483
2020,1,5,19,2.4053186219464653,3.557809858804815,0.010602466959490721,0.010602466959490721
2020,1,5,20,2.4053186219464653,3.557809858804815,0.010602466959490721,0.010602466959490721
2020,1,5,21,2.4053186219464653,3.557809858804815,0.010602466959490721,0.010602466959490721
2020,1,5,22,2.4053186219464653,3.557809858804815,0.010602466959490721,0.010602466959490721
2020,1,5,23,2.5771270949426412,3.8119145903661593,0.016690041188190483,0.016690041188190483
2020,1,6,0,2.5771270949426412,3.8119145903661593,0.016690041188190483,0.016690041188190483
2020,1,6,1,2.4053186219464653,3.557809858804815,0.010602466959490721,0.010602466959490721
2020,1,6,2,2.4053186219464653,3.557809858804815,0.010602466959490721,0.010602466959490721
2020,1,6,3,2.2335101489502893,3.3035333187704743,0.00532190309425264,0.00532190309425264
2020,1,6,4,2.061701675954113,3.0494285872091296,0.0007975786507597259,0.0007975786507597259
2020,1,6,5,1.8898932029579372,2.7953238556477853,0.0,0.0
2020,1,6,6,1.718084729961761,2.541219124086441,0.0,0.0
2020,1,6,7,1.718084729961761,2.541219124086441,0.0,0.0
2020,1,6,8,1.718084729961761,2.541219124086441,0.0,0.0
2020,1,6,9,1.8898932029579372,2.7953238556477853,0.0,0.0
2020,1,6,10,1.8898932029579372,2.7953238556477853,0.0,0.0
2020,1,6,11,2.061701675954113,3.0494285872091296,0.0007975786507597259,0.0007975786507597259
2020,1,6,12,2.061701675954113,3.0494285872091296,0.0007975786507597259,0.0007975786507597259
2020,1,6,13,2.2335101489502893,3.3035333187704743,0.00532190309425264,0.00532190309425264
2020,1,6,14,2.061701675954113,3.0494285872091296,0.0007975786507597259,0.0007975786507597259
2020,1,6,15,1.8898932029579372,2.7953238556477853,0.0,0.0
2020,1,6,16,1.8898932029579372,2.7953238556477853,0.0,0.0
2020,1,6,17,1.8898932029579372,2.7953238556477853,0.0,0.0
2020,1,6,18,1.8898932029579372,2.7953238556477853,0.0,0.0
2020,1,6,19,2.061701675954113,3.0494285872091296,0.0007975786507597259,0.0007975786507597259
2020,1,6,20,2.061701675954113,3.0494285872091296,0.0007975786507597259,0.0007975786507597259
2020,1,6,21,1.8898932029579372,2.7953238556477853,0.0,0.0
2020,1,6,22,1.718084729961761,2.541219124086441,0.0,0.0
2020,1,6,23,1.546276256965585,2.2871143925250963,0.0,0.0
2020,1,7,0,1.546276256965585,2.2871143925250963,0.0,0.0
2020,1,7,1,1.546276256965585,2.2871143925250963,0.0,0.0
2020,1,7,2,1.8898932029579372,2.7953238556477853,0.0,0.0
2020,1,7,3,2.4053186219464653,3.557809858804815,0.010602466959490721,0.010602466959490721
2020,1,7,4,3.436169459923522,5.082438248172882,0.06130827151091521,0.06130827151091521
2020,1,7,5,4.123403351908226,6.099028982891255,0.11750301153076637,0.11750301153076637
2020,1,7,6,3.95159487891205,5.844752442856914,0.10150696916774445,0.10150696916774445
2020,1,7,7,3.09255251393117,4.574228785050193,0.040393410643778604,0.040393410643778604
2020,1,7,8,2.7489355679388177,4.066019321927504,0.023645807061438137,0.023645807061438137
2020,1,7,9,2.5771270949426412,3.8119145903661593,0.016690041188190483,0.016690041188190483
2020,1,7,10,2.7489355679388177,4.066019321927504,0.023645807061438137,0.023645807061438137
2020,1,7,11,3.09255251393117,4.574228785050193,0.040393410643778604,0.040393410643778604
2020,1,7,12,4.467020297900579,6.607238446013944,0.15369956374330104,0.15369956374330104
2020,1,7,13,5.497871135877635,8.131866835382011,0.3002575297484733,0.3002575297484733
2020,1,7,14,5.841488081869987,8.640248106977696,0.3633322215493834,0.3633322215493834
2020,1,7,15,5.669679608873811,8.386143375416351,0.3308498915931263,0.3308498915931263
2020,1,7,16,5.497871135877635,8.131866835382011,0.3002575297484733,0.3002575297484733
2020,1,7,17,5.1542541898852825,7.623657372259322,0.24461382904775145,0.24461382904775145
2020,1,7,18,4.9824457168891065,7.369552640697977,0.21942543204784024,0.21942543204784024
2020,1,7,19,4.638828770896755,6.861343177575288,0.17402617362116546,0.17402617362116546
2020,1,7,20,4.467020297900579,6.607238446013944,0.15369956374330104,0.15369956374330104
2020,1,7,21,4.123403351908226,6.099028982891255,0.11750301153076637,0.11750301153076637
2020,1,7,22,3.7797864059158743,5.590647711295571,0.08685338346725097,0.08685338346725097
2020,1,7,23,3.6079779329196984,5.336542979734226,0.07347310899015798,0.07347310899015798
2020,1,8,0,3.6079779329196984,5.336542979734226,0.07347310899015798,0.07347310899015798
2020,1,8,1,3.7797864059158743,5.590647711295571,0.08685338346725097,0.08685338346725097
2020,1,8,2,4.123403351908226,6.099028982891255,0.11750301153076637,0.11750301153076637
2020,1,8,3,4.467020297900579,6.607238446013944,0.15369956374330104,0.15369956374330104
