Year,Month,Day,Hour,T_ambient_C,Pressure_mbar
2020,3,21,6,-0.30,1004
2020,3,21,7,-1.20,1004
2020,3,21,8,-1.80,1005
2020,3,21,9,-2.30,1005
2020,3,21,10,-2.90,1006
2020,3,21,11,-3.90,1006
2020,3,21,12,-5.00,1006
2020,3,21,13,-6.10,1007
2020,3,21,14,-7.00,1007
2020,3,21,15,-7.60,1007
2020,3,21,16,-7.30,1007
2020,3,21,17,-6.30,1007
2020,3,21,18,-5.20,1007
2020,3,21,19,-4.50,1006
2020,3,21,20,-3.70,1006
2020,3,21,21,-2.70,1005
2020,3,21,22,-2.20,1005
2020,3,21,23,-2.00,1004
2020,3,22,0,-2.40,1004
2020,3,22,1,-4.00,1003
2020,3,22,2,-6.30,1002
2020,3,22,3,-7.90,1001
2020,3,22,4,-8.20,1001
2020,3,22,5,-7.80,1001
2020,3,22,6,-7.40,1000
2020,3,22,7,-7.30,1000
2020,3,22,8,-7.20,1000
2020,3,22,9,-7.10,1000
2020,3,22,10,-7.20,1001
2020,3,22,11,-7.30,1002
2020,3,22,12,-7.20,1003
2020,3,22,13,-8.60,1005
2020,3,22,14,-10.10,1007
2020,3,22,15,-10.90,1008
2020,3,22,16,-11.70,1010
2020,3,22,17,-12.50,1011
2020,3,22,18,-13.30,1012
2020,3,22,19,-13.80,1014
2020,3,22,20,-14.10,1015
2020,3,22,21,-14.50,1016
2020,3,22,22,-14.90,1017
2020,3,22,23,-15.40,1018
2020,3,23,0,-15.90,1019
2020,3,23,1,-16.50,1020
2020,3,23,2,-17.50,1021
2020,3,23,3,-19.10,1021
2020,3,23,4,-20.00,1021
2020,3,23,5,-20.70,1021
2020,3,23,6,-21.40,1021
2020,3,23,7,-22.10,1021
2020,3,23,8,-22.80,1021
2020,3,23,9,-23.60,1021
2020,3,23,10,-24.80,1020
2020,3,23,11,-25.90,1020
2020,3,23,12,-26.30,1019
2020,3,23,13,-25.90,1018
2020,3,23,14,-25.40,1018
2020,3,23,15,-24.70,1017
2020,3,23,16,-23.20,1016
2020,3,23,17,-21.50,1014
2020,3,23,18,-19.80,1013
2020,3,23,19,-17.90,1012
2020,3,23,20,-16.10,1010
2020,3,23,21,-14.40,1009
2020,3,23,22,-12.80,1007
2020,3,23,23,-11.60,1006
2020,3,24,0,-10.80,1004
2020,3,24,1,-10.50,1003
2020,3,24,2,-10.70,1002
2020,3,24,3,-11.10,1001
2020,3,24,4,-11.60,1001
2020,3,24,5,-12.10,1000
2020,3,24,6,-12.30,1000
2020,3,24,7,-12.00,999
2020,3,24,8,-11.40,999
2020,3,24,9,-10.80,999
2020,3,24,10,-10.40,999
2020,3,24,11,-10.00,999
2020,3,24,12,-9.90,999
2020,3,24,13,-9.80,998
2020,3,24,14,-9.90,998
2020,3,24,15,-9.80,998
2020,3,24,16,-9.30,998
2020,3,24,17,-8.60,998
2020,3,24,18,-8.00,998
2020,3,24,19,-7.50,998
2020,3,24,20,-6.70,998
2020,3,24,21,-6.20,998
2020,3,24,22,-5.70,997
2020,3,24,23,-5.20,996
2020,3,25,0,-5.10,996
2020,3,25,1,-5.20,994
2020,3,25,2,-5.30,993
2020,3,25,3,-5.30,993
2020,3,25,4,-5.00,992
2020,3,25,5,-4.80,992
2020,3,25,6,-4.70,991
2020,3,25,7,-5.20,991
2020,3,25,8,-5.90,991
2020,3,25,9,-7.30,991
2020,3,25,10,-8.70,990
2020,3,25,11,-9.00,990
2020,3,25,12,-9.00,990
2020,3,25,13,-9.30,989
2020,3,25,14,-9.90,989
2020,3,25,15,-10.50,989
2020,3,25,16,-11.00,989
2020,3,25,17,-11.20,989
2020,3,25,18,-11.10,989
2020,3,25,19,-10.70,989
2020,3,25,20,-10.30,989
2020,3,25,21,-10.30,989
2020,3,25,22,-10.50,990
2020,3,25,23,-11.00,990
2020,3,26,0,-11.70,991
2020,3,26,1,-12.40,992
2020,3,26,2,-13.30,992
2020,3,26,3,-14.20,993
2020,3,26,4,-14.90,993
2020,3,26,5,-15.40,994
2020,3,26,6,-15.70,995
2020,3,26,7,-15.90,995
2020,3,26,8,-16.00,995
2020,3,26,9,-16.30,996
2020,3,26,10,-16.70,996
2020,3,26,11,-17.20,996
2020,3,26,12,-17.70,996
2020,3,26,13,-18.20,996
2020,3,26,14,-18.70,997
2020,3,26,15,-18.90,997
2020,3,26,16,-18.70,998
2020,3,26,17,-18.50,998
2020,3,26,18,-18.30,999
2020,3,26,19,-18.00,1000
2020,3,26,20,-17.70,1001
2020,3,26,21,-17.70,1002
2020,3,26,22,-17.90,1003
2020,3,26,23,-18.30,1004
2020,3,27,0,-18.90,1005
2020,3,27,1,-19.70,1006
2020,3,27,2,-21.00,1008
2020,3,27,3,-22.50,1010
2020,3,27,4,-23.70,1011
2020,3,27,5,-24.60,1013
2020,3,27,6,-25.40,1014
2020,3,27,7,-26.10,1015
2020,3,27,8,-26.60,1016
2020,3,27,9,-27.00,1017
2020,3,27,10,-27.70,1018
2020,3,27,11,-28.20,1019
2020,3,27,12,-28.50,1019
2020,3,27,13,-28.60,1020
2020,3,27,14,-28.70,1020
2020,3,27,15,-28.50,1020
2020,3,27,16,-27.80,1020
2020,3,27,17,-26.90,1021
2020,3,27,18,-26.30,1021
2020,3,27,19,-25.70,1021
2020,3,27,20,-25.30,1021
2020,3,27,21,-25.00,1021
2020,3,27,22,-24.40,1020
2020,3,27,23,-24.00,1020
2020,3,28,0,-23.60,1019
2020,3,28,1,-23.40,1019
2020,3,28,2,-24.00,1018
2020,3,28,3,-25.40,1017
2020,3,28,4,-26.30,1017
2020,3,28,5,-26.80,1017
2020,3,28,6,-27.80,1016
2020,3,28,7,-29.20,1016
2020,3,28,8,-30.80,1015
2020,3,28,9,-32.00,1015
2020,3,28,10,-32.50,1015
2020,3,28,11,-32.70,1015
2020,3,28,12,-32.80,1014
2020,3,28,13,-33.10,1014
2020,3,28,14,-33.30,1014
2020,3,28,15,-32.70,1014
2020,3,28,16,-30.70,1013
2020,3,28,17,-28.10,1014
2020,3,28,18,-26.00,1014
2020,3,28,19,-24.20,1014
2020,3,28,20,-22.90,1014
2020,3,28,21,-22.00,1014
2020,3,28,22,-21.60,1013
2020,3,28,23,-21.40,1013
2020,3,29,0,-21.50,1014
2020,3,29,1,-21.70,1014
2020,3,29,2,-21.90,1014
2020,3,29,3,-22.20,1014
2020,3,29,4,-22.50,1015
2020,3,29,5,-22.80,1016
2020,3,29,6,-23.10,1016
2020,3,29,7,-23.50,1017
2020,3,29,8,-23.80,1018
2020,3,29,9,-24.40,1019
2020,3,29,10,-25.30,1020
2020,3,29,11,-26.40,1021
2020,3,29,12,-27.50,1022
2020,3,29,13,-28.50,1023
2020,3,29,14,-29.10,1023
2020,3,29,15,-29.10,1024
2020,3,29,16,-28.20,1024
2020,3,29,17,-27.00,1025
2020,3,29,18,-25.60,1025
2020,3,29,19,-24.50,1026
2020,3,29,20,-23.60,1026
2020,3,29,21,-22.20,1026
2020,3,29,22,-20.90,1026
2020,3,29,23,-19.90,1025
2020,3,30,0,-19.10,1025
2020,3,30,1,-18.90,1025
2020,3,30,2,-20.10,1025
2020,3,30,3,-22.50,1025
2020,3,30,4,-24.90,1025
2020,3,30,5,-26.60,1026
2020,3,30,6,-27.40,1026
2020,3,30,7,-27.80,1027
2020,3,30,8,-28.20,1027
2020,3,30,9,-28.80,1027
2020,3,30,10,-29.40,1026
2020,3,30,11,-29.90,1026
2020,3,30,12,-30.30,1026
2020,3,30,13,-30.60,1026
2020,3,30,14,-30.70,1026
2020,3,30,15,-30.00,1026
2020,3,30,16,-28.60,1026
2020,3,30,17,-26.50,1026
2020,3,30,18,-24.50,1025
2020,3,30,19,-22.50,1025
2020,3,30,20,-21.00,1025
2020,3,30,21,-19.60,1024
2020,3,30,22,-18.00,1024
2020,3,30,23,-16.70,1024
2020,3,31,0,-15.90,1023
2020,3,31,1,-16.00,1023
2020,3,31,2,-16.90,1023
2020,3,31,3,-18.40,1024
2020,3,31,4,-19.90,1024
2020,3,31,5,-21.10,1024
2020,3,31,6,-22.10,1024
2020,3,31,7,-23.10,1023
2020,3,31,8,-23.90,1023
2020,3,31,9,-24.30,1023
2020,3,31,10,-24.50,1023
2020,3,31,11,-24.50,1023
2020,3,31,12,-24.40,1023
2020,3,31,13,-24.30,1023
2020,3,31,14,-24.10,1023
2020,3,31,15,-23.50,1023
2020,3,31,16,-22.70,1023
2020,3,31,17,-21.30,1023
2020,3,31,18,-19.40,1022
2020,3,31,19,-17.40,1022
2020,3,31,20,-15.50,1022
2020,3,31,21,-13.80,1022
2020,3,31,22,-12.80,1022
2020,3,31,23,-12.20,1021
2020,4,1,0,-12.00,1021
2020,4,1,1,-12.40,1021
2020,4,1,2,-13.50,1022
2020,4,1,3,-15.00,1022
2020,4,1,4,-16.50,1022
2020,4,1,5,-17.70,1022
2020,4,1,6,-18.70,1022
2020,4,1,7,-19.50,1022
2020,4,1,8,-20.20,1022
2020,4,1,9,-20.60,1023
2020,4,1,10,-20.70,1023
2020,4,1,11,-20.80,1023
2020,4,1,12,-20.90,1024
2020,4,1,13,-21.20,1024
2020,4,1,14,-21.30,1025
2020,4,1,15,-21.00,1025
2020,4,1,16,-20.30,1026
2020,4,1,17,-18.70,1027
2020,4,1,18,-16.80,1027
2020,4,1,19,-15.00,1027
2020,4,1,20,-13.50,1027
2020,4,1,21,-12.20,1027
2020,4,1,22,-10.90,1027
2020,4,1,23,-9.90,1027
2020,4,2,0,-9.40,1027
2020,4,2,1,-9.50,1026
2020,4,2,2,-10.70,1026
2020,4,2,3,-12.50,1026
2020,4,2,4,-14.00,1026
2020,4,2,5,-14.90,1026
2020,4,2,6,-16.00,1026
2020,4,2,7,-17.20,1026
2020,4,2,8,-18.40,1025
2020,4,2,9,-19.10,1025
2020,4,2,10,-19.60,1025
2020,4,2,11,-19.90,1025
2020,4,2,12,-20.20,1024
2020,4,2,13,-20.40,1024
2020,4,2,14,-20.40,1024
2020,4,2,15,-20.10,1024
2020,4,2,16,-19.60,1024
2020,4,2,17,-18.70,1023
2020,4,2,18,-17.50,1022
2020,4,2,19,-16.30,1021
2020,4,2,20,-15.30,1021
2020,4,2,21,-14.20,1020
2020,4,2,22,-13.20,1019
2020,4,2,23,-12.50,1019
2020,4,3,0,-12.30,1018
2020,4,3,1,-12.50,1017
2020,4,3,2,-13.20,1017
2020,4,3,3,-14.70,1017
2020,4,3,4,-16.60,1017
2020,4,3,5,-18.30,1016
2020,4,3,6,-19.90,1016
2020,4,3,7,-21.30,1016
2020,4,3,8,-22.40,1015
2020,4,3,9,-22.90,1015
2020,4,3,10,-23.00,1015
2020,4,3,11,-22.80,1014
2020,4,3,12,-22.60,1014
2020,4,3,13,-22.40,1014
2020,4,3,14,-22.10,1013
2020,4,3,15,-21.30,1013
2020,4,3,16,-20.30,1013
2020,4,3,17,-19.10,1012
2020,4,3,18,-17.40,1012
2020,4,3,19,-15.80,1012
2020,4,3,20,-14.40,1012
2020,4,3,21,-13.20,1011
2020,4,3,22,-12.00,1010
2020,4,3,23,-11.10,1010
2020,4,4,0,-10.60,1010
2020,4,4,1,-10.60,1009
2020,4,4,2,-11.90,1009
2020,4,4,3,-14.30,1009
2020,4,4,4,-16.50,1009
2020,4,4,5,-17.80,1008
2020,4,4,6,-18.40,1008
2020,4,4,7,-18.80,1008
2020,4,4,8,-18.80,1007
2020,4,4,9,-18.20,1007
2020,4,4,10,-17.60,1007
2020,4,4,11,-17.50,1007
2020,4,4,12,-17.50,1006
2020,4,4,13,-17.40,1006
2020,4,4,14,-17.20,1006
2020,4,4,15,-16.70,1006
2020,4,4,16,-15.70,1005
2020,4,4,17,-14.40,1005
2020,4,4,18,-12.80,1005
2020,4,4,19,-10.70,1004
2020,4,4,20,-9.00,1003
2020,4,4,21,-7.70,1003
2020,4,4,22,-6.40,1002
2020,4,4,23,-5.50,1001
2020,4,5,0,-4.90,1001
2020,4,5,1,-4.80,1000
2020,4,5,2,-5.60,1000
2020,4,5,3,-7.00,999
2020,4,5,4,-8.20,999
2020,4,5,5,-8.90,998
2020,4,5,6,-9.50,998
2020,4,5,7,-10.10,997
2020,4,5,8,-10.70,996
2020,4,5,9,-11.30,996
2020,4,5,10,-11.90,995
2020,4,5,11,-12.30,995
2020,4,5,12,-12.70,994
2020,4,5,13,-13.00,993
2020,4,5,14,-12.90,992
2020,4,5,15,-12.30,991
2020,4,5,16,-10.70,990
2020,4,5,17,-9.10,990
2020,4,5,18,-7.80,989
2020,4,5,19,-6.30,988
2020,4,5,20,-4.10,988
2020,4,5,21,-2.60,987
2020,4,5,22,-1.70,986
2020,4,5,23,-1.10,986
2020,4,6,0,-0.80,985
2020,4,6,1,-0.80,985
2020,4,6,2,-1.30,985
2020,4,6,3,-2.10,985
2020,4,6,4,-3.20,985
2020,4,6,5,-3.90,985
2020,4,6,6,-4.70,985
2020,4,6,7,-5.70,985
2020,4,6,8,-6.90,985
2020,4,6,9,-8.00,985
2020,4,6,10,-9.20,985
2020,4,6,11,-10.40,986
2020,4,6,12,-11.10,986
2020,4,6,13,-10.20,986
2020,4,6,14,-8.10,987
2020,4,6,15,-6.70,987
2020,4,6,16,-5.90,987
2020,4,6,17,-5.50,988
2020,4,6,18,-5.20,988
2020,4,6,19,-4.90,989
2020,4,6,20,-4.70,989
2020,4,6,21,-4.40,990
2020,4,6,22,-4.20,990
2020,4,6,23,-4.00,991
2020,4,7,0,-4.00,991
2020,4,7,1,-4.40,992
2020,4,7,2,-5.50,992
2020,4,7,3,-7.10,993
2020,4,7,4,-8.50,994
2020,4,7,5,-8.90,995
2020,4,7,6,-8.90,995
2020,4,7,7,-8.90,997
2020,4,7,8,-9.40,997
2020,4,7,9,-10.40,998
2020,4,7,10,-11.50,999
2020,4,7,11,-13.00,999
2020,4,7,12,-15.00,1000
2020,4,7,13,-16.90,1000
2020,4,7,14,-17.90,1001
2020,4,7,15,-17.30,1002
2020,4,7,16,-15.20,1002
2020,4,7,17,-13.30,1003
2020,4,7,18,-11.60,1003
2020,4,7,19,-10.00,1004
2020,4,7,20,-9.20,1004
2020,4,7,21,-9.10,1005
2020,4,7,22,-9.10,1006
2020,4,7,23,-9.10,1007
2020,4,8,0,-9.30,1007
2020,4,8,1,-9.50,1008
2020,4,8,2,-10.40,1008
2020,4,8,3,-12.30,1009
2020,4,8,4,-14.50,1009
2020,4,8,5,-15.90,1009
2020,4,8,6,-16.80,1009
2020,4,8,7,-17.50,1010
2020,4,8,8,-17.80,1010
2020,4,8,9,-17.90,1010
2020,4,8,10,-18.30,1010
2020,4,8,11,-19.00,1010
2020,4,8,12,-19.70,1010
2020,4,8,13,-20.30,1009
2020,4,8,14,-20.40,1009
2020,4,8,15,-19.00,1008
2020,4,8,16,-17.00,1008
2020,4,8,17,-14.80,1007
2020,4,8,18,-12.80,1007
2020,4,8,19,-11.10,1006
2020,4,8,20,-9.80,1005
2020,4,8,21,-8.30,1004
2020,4,8,22,-7.30,1004
2020,4,8,23,-6.50,1003
2020,4,9,0,-6.10,1003
2020,4,9,1,-6.10,1002
2020,4,9,2,-7.10,1002
2020,4,9,3,-8.00,1002
2020,4,9,4,-8.70,1002
2020,4,9,5,-9.20,1002
2020,4,9,6,-10.30,1003
2020,4,9,7,-12.70,1003
2020,4,9,8,-15.70,1003
2020,4,9,9,-17.30,1004
2020,4,9,10,-17.20,1005
2020,4,9,11,-17.20,1006
2020,4,9,12,-18.00,1007
2020,4,9,13,-18.70,1008
2020,4,9,14,-19.10,1008
2020,4,9,15,-18.40,1009
2020,4,9,16,-17.30,1010
2020,4,9,17,-16.00,1011
2020,4,9,18,-14.70,1012
2020,4,9,19,-13.70,1012
2020,4,9,20,-12.70,1013
2020,4,9,21,-11.90,1014
2020,4,9,22,-11.40,1015
2020,4,9,23,-11.10,1015
2020,4,10,0,-11.00,1016
2020,4,10,1,-11.20,1017
2020,4,10,2,-11.70,1017
2020,4,10,3,-13.00,1018
2020,4,10,4,-15.10,1019
2020,4,10,5,-16.00,1019
2020,4,10,6,-16.00,1020
2020,4,10,7,-16.00,1020
2020,4,10,8,-16.20,1021
2020,4,10,9,-17.00,1021
2020,4,10,10,-18.50,1021
2020,4,10,11,-19.60,1021
2020,4,10,12,-19.90,1021
2020,4,10,13,-20.00,1021
2020,4,10,14,-19.60,1020
2020,4,10,15,-18.30,1020
2020,4,10,16,-16.90,1020
2020,4,10,17,-15.40,1019
2020,4,10,18,-13.40,1019
2020,4,10,19,-11.50,1019
2020,4,10,20,-10.10,1018
2020,4,10,21,-8.60,1017
2020,4,10,22,-7.30,1017
2020,4,10,23,-6.50,1016
2020,4,11,0,-6.10,1016
2020,4,11,1,-6.00,1016
2020,4,11,2,-6.60,1016
2020,4,11,3,-8.40,1017
2020,4,11,4,-11.20,1018
2020,4,11,5,-14.00,1019
2020,4,11,6,-16.40,1020
2020,4,11,7,-18.40,1021
2020,4,11,8,-19.40,1022
2020,4,11,9,-19.90,1023
2020,4,11,10,-20.40,1024
2020,4,11,11,-21.10,1024
2020,4,11,12,-21.80,1025
2020,4,11,13,-22.50,1025
2020,4,11,14,-22.40,1026
2020,4,11,15,-21.80,1026
2020,4,11,16,-21.10,1026
2020,4,11,17,-19.60,1026
2020,4,11,18,-17.30,1025
2020,4,11,19,-14.70,1025
2020,4,11,20,-12.60,1024
2020,4,11,21,-10.40,1023
2020,4,11,22,-8.60,1022
2020,4,11,23,-7.30,1022
2020,4,12,0,-6.50,1021
2020,4,12,1,-6.30,1020
2020,4,12,2,-6.90,1020
2020,4,12,3,-8.60,1019
2020,4,12,4,-10.50,1019
2020,4,12,5,-11.50,1018
2020,4,12,6,-11.80,1017
2020,4,12,7,-11.60,1017
2020,4,12,8,-11.40,1016
2020,4,12,9,-10.80,1015
2020,4,12,10,-9.70,1014
2020,4,12,11,-8.80,1013
2020,4,12,12,-8.00,1013
2020,4,12,13,-7.40,1012
2020,4,12,14,-6.80,1012
2020,4,12,15,-6.00,1012
2020,4,12,16,-4.60,1012
2020,4,12,17,-3.10,1012
2020,4,12,18,-2.10,1012
2020,4,12,19,-1.20,1013
2020,4,12,20,-0.80,1013
2020,4,12,21,-0.40,1013
2020,4,12,22,-0.10,1013
2020,4,12,23,0.10,1013
2020,4,13,0,0.20,1012
2020,4,13,1,0.30,1012
2020,4,13,2,0.40,1012
2020,4,13,3,0.20,1011
2020,4,13,4,-2.20,1011
2020,4,13,5,-3.90,1010
2020,4,13,6,-4.60,1009
2020,4,13,7,-5.00,1009
2020,4,13,8,-5.30,1008
2020,4,13,9,-5.20,1008
2020,4,13,10,-5.10,1007
2020,4,13,11,-5.40,1006
2020,4,13,12,-6.00,1005
2020,4,13,13,-6.30,1005
2020,4,13,14,-6.00,1004
2020,4,13,15,-5.00,1004
2020,4,13,16,-4.10,1004
2020,4,13,17,-3.30,1003
2020,4,13,18,-2.50,1003
2020,4,13,19,-1.60,1003
2020,4,13,20,-0.80,1003
2020,4,13,21,-0.30,1003
2020,4,13,22,-0.10,1003
2020,4,13,23,0.00,1003
2020,4,14,0,0.10,1004
2020,4,14,1,0.10,1004
2020,4,14,2,0.00,1005
2020,4,14,3,-0.30,1006
2020,4,14,4,-1.10,1006
2020,4,14,5,-1.90,1007
2020,4,14,6,-2.70,1008
2020,4,14,7,-3.50,1010
2020,4,14,8,-4.40,1011
2020,4,14,9,-5.20,1012
2020,4,14,10,-5.80,1013
2020,4,14,11,-6.30,1015
2020,4,14,12,-6.60,1016
2020,4,14,13,-6.70,1017
2020,4,14,14,-6.40,1018
2020,4,14,15,-5.50,1018
2020,4,14,16,-4.60,1019
2020,4,14,17,-3.50,1020
2020,4,14,18,-2.30,1020
2020,4,14,19,-1.30,1021
2020,4,14,20,-0.80,1021
2020,4,14,21,-0.50,1021
2020,4,14,22,-0.10,1021
2020,4,14,23,0.10,1021
2020,4,15,0,0.20,1021
2020,4,15,1,0.30,1021
2020,4,15,2,0.30,1020
2020,4,15,3,0.20,1020
2020,4,15,4,-1.40,1019
2020,4,15,5,-2.40,1018
2020,4,15,6,-2.40,1018
2020,4,15,7,-2.30,1017
2020,4,15,8,-2.40,1016
2020,4,15,9,-2.70,1015
2020,4,15,10,-2.80,1015
2020,4,15,11,-3.00,1014
2020,4,15,12,-3.10,1012
2020,4,15,13,-3.30,1011
2020,4,15,14,-3.20,1010
2020,4,15,15,-2.80,1009
2020,4,15,16,-2.00,1009
2020,4,15,17,-1.10,1008
2020,4,15,18,-0.40,1008
2020,4,15,19,0.00,1009
2020,4,15,20,0.20,1008
2020,4,15,21,0.40,1008
2020,4,15,22,0.60,1008
2020,4,15,23,0.90,1008
2020,4,16,0,1.40,1007
2020,4,16,1,1.90,1006
2020,4,16,2,2.10,1006
2020,4,16,3,1.80,1004
2020,4,16,4,1.60,1004
2020,4,16,5,1.50,1003
2020,4,16,6,1.40,1002
2020,4,16,7,0.70,1001
2020,4,16,8,0.00,1000
2020,4,16,9,-0.30,1000
2020,4,16,10,-0.20,999
2020,4,16,11,0.10,998
2020,4,16,12,0.40,997
2020,4,16,13,0.70,997
2020,4,16,14,0.80,996
2020,4,16,15,0.80,996
2020,4,16,16,0.80,995
2020,4,16,17,0.70,995
2020,4,16,18,0.50,996
2020,4,16,19,0.30,996
2020,4,16,20,0.10,997
2020,4,16,21,-0.20,998
2020,4,16,22,-0.40,999
2020,4,16,23,-0.70,1001
2020,4,17,0,-1.00,1002
2020,4,17,1,-1.80,1003
2020,4,17,2,-2.90,1005
2020,4,17,3,-3.80,1006
2020,4,17,4,-4.50,1007
2020,4,17,5,-5.20,1008
2020,4,17,6,-5.70,1009
2020,4,17,7,-6.20,1010
2020,4,17,8,-6.60,1011
2020,4,17,9,-7.20,1011
2020,4,17,10,-8.20,1011
2020,4,17,11,-9.10,1012
2020,4,17,12,-9.70,1012
2020,4,17,13,-10.00,1012
2020,4,17,14,-9.60,1012
2020,4,17,15,-8.20,1011
2020,4,17,16,-6.10,1011
2020,4,17,17,-4.50,1011
2020,4,17,18,-3.50,1010
2020,4,17,19,-2.70,1010
2020,4,17,20,-2.00,1009
2020,4,17,21,-1.40,1008
2020,4,17,22,-0.80,1007
2020,4,17,23,-0.40,1006
2020,4,18,0,0.00,1005
2020,4,18,1,0.20,1004
2020,4,18,2,0.30,1002
2020,4,18,3,0.30,1001
2020,4,18,4,0.20,1000
2020,4,18,5,-0.50,999
2020,4,18,6,-1.40,998
2020,4,18,7,-1.80,998
2020,4,18,8,-1.80,997
2020,4,18,9,-1.80,997
2020,4,18,10,-1.90,996
2020,4,18,11,-2.00,996
2020,4,18,12,-2.20,996
2020,4,18,13,-2.50,997
2020,4,18,14,-2.90,997
2020,4,18,15,-3.80,998
2020,4,18,16,-5.00,999
2020,4,18,17,-5.80,1000
2020,4,18,18,-6.30,1001
2020,4,18,19,-6.40,1002
2020,4,18,20,-6.60,1003
2020,4,18,21,-6.40,1003
2020,4,18,22,-6.40,1004
2020,4,18,23,-6.50,1004
2020,4,19,0,-6.70,1004
2020,4,19,1,-7.00,1004
2020,4,19,2,-7.40,1003
2020,4,19,3,-7.80,1003
2020,4,19,4,-8.60,1003
2020,4,19,5,-9.60,1003
2020,4,19,6,-10.30,1003
2020,4,19,7,-10.60,1003
2020,4,19,8,-10.70,1004
2020,4,19,9,-10.90,1004
2020,4,19,10,-11.10,1004
2020,4,19,11,-11.40,1004
2020,4,19,12,-11.80,1004
2020,4,19,13,-12.10,1005
2020,4,19,14,-12.10,1005
2020,4,19,15,-11.70,1005
2020,4,19,16,-11.20,1005
2020,4,19,17,-10.40,1005
2020,4,19,18,-9.60,1005
2020,4,19,19,-8.90,1004
2020,4,19,20,-8.30,1004
2020,4,19,21,-7.60,1004
2020,4,19,22,-6.80,1003
2020,4,19,23,-6.40,1003
2020,4,20,0,-6.10,1002
2020,4,20,1,-6.00,1002
2020,4,20,2,-6.20,1002
2020,4,20,3,-6.80,1001
2020,4,20,4,-7.70,1001
2020,4,20,5,-8.60,1001
2020,4,20,6,-9.20,1001
2020,4,20,7,-9.60,1001
2020,4,20,8,-10.00,1001
2020,4,20,9,-10.50,1001
2020,4,20,10,-11.10,1001
2020,4,20,11,-11.70,1001
2020,4,20,12,-12.30,1001
2020,4,20,13,-12.70,1001
2020,4,20,14,-12.70,1001
2020,4,20,15,-12.40,1001
2020,4,20,16,-12.10,1001
2020,4,20,17,-11.90,1001
2020,4,20,18,-11.60,1002
2020,4,20,19,-10.90,1002
2020,4,20,20,-10.40,1002
2020,4,20,21,-10.00,1002
2020,4,20,22,-9.70,1002
2020,4,20,23,-9.70,1002
2020,4,21,0,-9.90,1002
2020,4,21,1,-10.30,1002
2020,4,21,2,-10.90,1002
2020,4,21,3,-11.60,1003
2020,4,21,4,-12.30,1003
2020,4,21,5,-13.20,1003
2020,4,21,6,-14.20,1003
2020,4,21,7,-14.80,1003
2020,4,21,8,-15.30,1003
2020,4,21,9,-15.60,1003
2020,4,21,10,-15.80,1003
2020,4,21,11,-15.90,1004
2020,4,21,12,-15.90,1004
2020,4,21,13,-15.70,1004
2020,4,21,14,-14.90,1004
2020,4,21,15,-14.00,1004
2020,4,21,16,-13.20,1004
2020,4,21,17,-12.80,1004
2020,4,21,18,-12.40,1004
2020,4,21,19,-12.10,1004
2020,4,21,20,-11.80,1004
2020,4,21,21,-11.70,1005
2020,4,21,22,-11.60,1005
2020,4,21,23,-11.70,1004
2020,4,22,0,-11.80,1004
2020,4,22,1,-12.10,1004
2020,4,22,2,-12.30,1004
2020,4,22,3,-12.70,1004
2020,4,22,4,-13.30,1004
2020,4,22,5,-14.10,1004
2020,4,22,6,-14.60,1004
2020,4,22,7,-14.80,1004
2020,4,22,8,-15.00,1003
2020,4,22,9,-15.10,1003
2020,4,22,10,-15.00,1003
2020,4,22,11,-14.90,1002
2020,4,22,12,-14.80,1002
2020,4,22,13,-14.40,1001
2020,4,22,14,-13.80,1001
2020,4,22,15,-13.10,1000
2020,4,22,16,-12.30,1000
2020,4,22,17,-11.50,1000
2020,4,22,18,-10.50,1000
2020,4,22,19,-9.30,999
2020,4,22,20,-8.00,999
2020,4,22,21,-7.50,999
2020,4,22,22,-7.30,999
2020,4,22,23,-7.30,999
2020,4,23,0,-7.40,999
2020,4,23,1,-7.50,999
2020,4,23,2,-7.80,998
2020,4,23,3,-8.00,998
2020,4,23,4,-8.20,998
2020,4,23,5,-8.40,999
2020,4,23,6,-8.60,999
2020,4,23,7,-9.00,1000
2020,4,23,8,-9.80,1001
2020,4,23,9,-10.90,1002
2020,4,23,10,-12.10,1003
2020,4,23,11,-13.10,1003
2020,4,23,12,-14.00,1004
2020,4,23,13,-14.70,1005
2020,4,23,14,-15.20,1005
2020,4,23,15,-15.10,1006
2020,4,23,16,-14.50,1007
2020,4,23,17,-13.90,1008
2020,4,23,18,-13.40,1008
2020,4,23,19,-12.90,1009
2020,4,23,20,-12.40,1010
2020,4,23,21,-12.30,1010
2020,4,23,22,-12.60,1011
2020,4,23,23,-12.90,1012
2020,4,24,0,-13.10,1012
2020,4,24,1,-13.40,1013
2020,4,24,2,-14.00,1013
2020,4,24,3,-14.50,1013
2020,4,24,4,-14.90,1013
2020,4,24,5,-15.90,1014
2020,4,24,6,-17.00,1014
2020,4,24,7,-17.80,1014
2020,4,24,8,-18.50,1015
2020,4,24,9,-19.10,1015
2020,4,24,10,-19.60,1015
2020,4,24,11,-20.00,1016
2020,4,24,12,-20.60,1016
2020,4,24,13,-20.90,1016
2020,4,24,14,-20.30,1016
2020,4,24,15,-19.20,1016
2020,4,24,16,-18.30,1017
2020,4,24,17,-17.70,1017
2020,4,24,18,-17.20,1017
2020,4,24,19,-16.40,1017
2020,4,24,20,-15.60,1017
2020,4,24,21,-15.10,1017
2020,4,24,22,-14.80,1017
